id,sea_skill,tp_skill
TGS-2020504384,"['Tour Guide Operations', 'Tour Leading Operations']","['Tour Guide Operations', 'Tour Leading Operations']"
TGS-2020504399,"['Collaboration', 'Professional, Legal And Ethical Healthcare Practice']",['Inter-Professional Collaboration']
TGS-2020504402,"['Valuation', 'Stakeholder Engagement And Management', 'Casework Intervention', 'Ethical And Professional Integrity', 'Valuation Approaches And Methodologies', 'Casework Evaluation']","['Casework Evaluation', 'Casework Intervention', 'Case And Care Planning']"
TGS-2020504411,['Electrical Field Maintenance Management'],['Electrical Field Maintenance Management']
TGS-2020504412,"['Decision Making', 'Marketing Strategy', 'Digital Marketing Management']",['Market Research']
TGS-2020504413,"['Research And Information Synthesis', 'Data Visualisation', 'Text Analytics And Processing', 'Big Data Analytics', 'Research']",['Analysis Of Research Data']
TGS-2020504415,"['Customer Management', 'Customer Service Delivery', 'Communication', 'Excellence In Service']",['Customer Management']
TGS-2020504421,['Architecture Design'],['Battery Systems Design Management']
TGS-2020504423,"['Communication', 'Para-Counselling', 'Ethical And Professional Integrity', 'Confidentiality Management']",['Para-Counselling']
TGS-2020504424,"['Para-Counselling', 'Confidentiality Management']",['Para-Counselling']
TGS-2020504425,"['Research', 'Script Writing']",['Script Writing']
TGS-2020504426,"['Crew Selection', 'Creative Thinking']",['Direction']
TGS-2020504427,"['Customer Experience Management', 'Communication', 'Excellence In Service']",['Service Excellence']
TGS-2020504446,['Problem Solving'],['Reflexive Practice']
TGS-2020504449,['Communication'],['Stakeholder Management']
TGS-2020504493,['Building Information Modelling Application'],['Building Information Modelling Application']
TGS-2020504494,"['Marketing Management', 'Marketing Strategy', 'Digital Marketing Management', 'Marketing Mix Management']",['Integrated Marketing']
TGS-2020504518,"['Computer Vision Technology', 'Business Innovation', 'Robotic And Automation Technology Application', 'Innovation', 'Qualitative Analysis', 'Business Model Innovation', 'Artificial Intelligence Application', 'Design Thinking Practice', 'Self-Learning Systems']",['Business Innovation']
TGS-2020504530,['Business Planning'],['Fundraising And Sponsorships']
TGS-2020504537,"['Documentation', 'Ethical And Professional Integrity']",['Clinical Support For Patient Service Associates']
TGS-2020504538,"['Transdisciplinary Thinking', 'Creative Storytelling', 'Big Data Analytics', 'Sense Making', 'Business Acumen']",['Data And Information Visualisation']
TGS-2020504540,"['Computer Vision Technology', 'Image Processing And Industrial Vision Inspection']",['Computer Vision Technology']
TGS-2020504541,"['Customer Loyalty', 'Service Challenges']",['Customer Loyalty']
TGS-2020504542,['Brand Management'],['Service Brand']
TGS-2020504547,['Search Engine Optimisation (Seo)'],['Integrated Marketing']
TGS-2020504549,['Cleaning And Sterilising'],['Food And Beverage Production Management']
TGS-2020504551,"['Systems Thinking Application', 'Collaboration', 'Game Concept Design', 'Documentation']",['Game Concept Design']
TGS-2020504569,['Big Data Analytics'],"['Data Analytics System Design', 'Data And Statistical Analytics']"
TGS-2020504575,"['Game Engine Development', 'Technical Writing', 'Game Technical Design', 'Documentation']",['Game Technical Design']
TGS-2020504576,"['Communication', 'Employee Engagement Management']",['Employee Engagement Management']
TGS-2020504578,"['Stakeholder Management', 'Continuous Improvement Management', 'Data And Statistical Analysis', 'Workforce Planning']",['Strategic Workforce Planning']
TGS-2020504579,"['Interviewing', 'Communication', 'Human Resource Advisory']",['Human Resource Advisory']
TGS-2020504580,"['Valuation', 'Communication']",['Human Resource Practices Implementation']
TGS-2020504592,"['Health, Safety And Environment Procedures Implementation', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health']",['Workplace Safety And Health Practices Implementation']
TGS-2020504595,"['Programming And Coding', 'Data Visualisation', 'Intelligent Reasoning', 'Artificial Intelligence Application', 'Data Design', 'Big Data Analytics']",['Computational Modelling']
TGS-2020504596,['Social Media Marketing'],['Social Media Marketing']
TGS-2020504597,"['Creative Storytelling', 'Creative Thinking']",['Concept Creation']
TGS-2020504601,['Interaction Design Practice'],['Immersive Design']
TGS-2020504602,"['Data Visualisation', 'Creative Storytelling']",['Data Visualisation']
TGS-2020504606,['Data Protection Management'],"['Legal Compliance Management', 'Data Governance', 'Billing And Data Risk Management', 'Hospitality Data Collection And Analysis']"
TGS-2020504607,"['Data And Information Management', 'Internet Of Things Application']",['Internet Of Things Management']
TGS-2020504609,"['Collaboration', 'Robotic And Automation Technology Application']","['Automated Operation Monitoring', 'Robotic And Automation Technology Application', 'Automation Process Control', 'Automated System Design', 'Robotics And Automation Application']"
TGS-2020504612,"['Manpower Planning', 'Excellence In Service', 'Customer Orientation']",['People And Relationship Management']
TGS-2020504613,['Conflict Management'],['Organisational Relationship Building']
TGS-2020504618,"['Customer Experience Management', 'Customer Service Delivery', 'Data Protection Management']",['Customer Experience Management']
TGS-2020504630,"['Problem Solving', 'Group Therapy Planning And Implementation', 'Communication', 'Facilitation']",['Group Therapy Planning And Implementation']
TGS-2020504631,['Service Coaching'],['Service Coaching']
TGS-2020504632,"['Risk Management', 'Manpower Planning', 'Stakeholder Management', 'Idea Generation And Selection', 'Workplace Health Management', 'Procurement', 'Project Management']","['Meetings, Incentives, Conferences And Exhibitions (Mice) Equipment Management And Venue Management', 'Manpower Planning', 'Idea Generation And Selection', 'Project Management', 'Workplace Safety And Health Performance Management', 'Resource Management', 'Service Excellence']"
TGS-2020504634,"['Marketing Strategy', 'Inbound Marketing', 'Social Media Content Creation And Management', 'Communication']","['Social Media Management', 'Inbound Marketing']"
TGS-2020504636,['Manpower Planning'],"['Employee Communication Management', 'Human Resource Practices Implementation', 'Human Resource Analytics And Insights', 'Learning Needs Analysis', 'Talent Capability Assessment', 'Human Resource Systems Management', 'Skills Framework Adoption']"
TGS-2020504646,"['Order Fulfilment And Returns Processing', 'Innovation', 'Excellence In Service', 'Brand Management', 'Business Continuity', 'Operation Management', 'Marketing Management', 'E-Commerce Management', 'Big Data Analytics']","['Order Fulfilment And Returns Processing', 'Social Media Marketing', 'Brand Portfolio Management', 'Business Opportunities Development', 'Productivity And Innovation Strategy', 'E-Commerce Campaign Management', 'Crisis Management']"
TGS-2020504661,"['Customer Orientation', 'Excellence In Service']",['People And Relationship Management']
TGS-2020504665,"['Customer Experience Management', 'Marketing Management', 'Content Management', 'E-Commerce Management', 'Fraud Detection And Prevention']",['Content Management System Utilisation']
TGS-2020504667,"['Valuation', 'Workplace Safety And Health']",['Western Cold Dish Preparation']
TGS-2020504669,['Workplace Safety And Health'],['Food And Beverage Inventory Management']
TGS-2020504670,"['Cleaning And Sterilising', 'Food And Beverage Safety And Hygiene', 'Food And Beverage Quality Audit And Assessment', 'Quality Assurance']","['Workplace Safety And Health For Food And Beverage Operations', 'Food And Beverage Inventory Management']"
TGS-2020504671,"['Valuation', 'Workplace Safety And Health']",['Malay Dry-Heat Dish Preparation And Cooking']
TGS-2020504672,"['Cleaning And Sterilising', 'Workplace Safety And Health']",['Demonstrate Basic Knife Skills']
TGS-2020504673,['Cleaning And Sterilising'],['Meat Storage And Fabrication']
TGS-2020504686,['Cleaning And Sterilising'],['Seafood Storage And Fabrication']
TGS-2020504687,['Workplace Safety And Health'],['Western Dry-Heat Dish Preparation And Cooking']
TGS-2020504688,['Workplace Safety And Health'],['Malay Moist-Heat Dish Preparation And Cooking']
TGS-2020504689,['Workplace Safety And Health'],"['Western Dry-Heat Dish Preparation And Cooking', 'Western Moist-Heat Dish Preparation And Cooking']"
TGS-2020504692,['Asian Cuisine Preparation And Cooking'],"['Prepare Japanese Noodle Dishes', 'Prepare Japanese Sauces And Soups', 'Prepare Japanese Appetisers']"
TGS-2020504700,['Bread Preparation'],['Bread Preparation']
TGS-2020504706,"['Internet Of Things Application', 'Business Innovation', 'Innovation', 'Communication', 'Qualitative Analysis', 'Business Agility', 'Business Model Innovation', 'Data Visualisation', 'Design Thinking Practice', 'Cloud Computing Application', 'Big Data Analytics']",['Business Innovation']
TGS-2020504712,['Interaction Design Practice'],['Immersive Design']
TGS-2020504713,"['Communication', 'Mentoring For Youths']",['Mentoring For Youths']
TGS-2020504716,"['Sales Closure', 'Productivity Improvement']",['Sales Closure']
TGS-2020504720,['Workplace Safety And Health'],['Malay Dry-Heat Dish Preparation And Cooking']
TGS-2020504721,['Workplace Safety And Health'],['Prepare Malay Rice Dishes']
TGS-2020504724,"['Asian Cuisine Preparation And Cooking', 'Workplace Safety And Health']",['Asian Cuisine Preparation And Cooking']
TGS-2020504725,"['Cleaning And Sterilising', 'Workplace Safety And Health']",['Demonstrate Basic Knife Skills']
TGS-2020504727,"['Employee And Labour Relations', 'Emergency Management']",['Effectiveness Management']
TGS-2020504728,['Customer Experience Management'],['Service Excellence']
TGS-2020504729,"['Communication', 'Service Challenges']",['Service Challenges']
TGS-2020504730,"['Communication', 'Excellence In Service']",['Service Planning And Implementation']
TGS-2020504743,['Data Protection Management'],['Legal Compliance Management']
TGS-2020504746,['Social Media Marketing'],['Social Media Marketing']
TGS-2020504749,['Documentation'],['After-Sales Service']
TGS-2020504750,"['Content Strategy', 'Digital Marketing Management']",['Content Strategy']
TGS-2020504756,"['Research', 'Design Creation And Development']",['Production Design']
TGS-2020504757,"['Sustainability Management', 'Technology Scanning']",['Emerging Technology']
TGS-2020504758,"['Social Media Management', 'Customer Relationship Management']",['Social Media Management']
TGS-2020504759,"['Valuation', 'User Interface And User Experience (Ui/Ux) Optimisation', 'Stakeholder Engagement And Management', 'Design Standards And Specification', 'User Interface Design']",['User Interface And User Experience (Ui/Ux) Optimisation']
TGS-2020504760,"['Research', 'Design Creation And Development']",['Production Design']
TGS-2020504767,"['Customer Experience Management', 'Customer Orientation', 'Networking']",['Service Innovation']
TGS-2020504768,['Bus Fare Management'],['Bus Fare Management']
TGS-2020504770,['Service Challenges'],['Service Challenges']
TGS-2020504771,['Customer Experience Management'],['Customer Experience Management']
TGS-2020504772,"['Customer Service Delivery', 'Communication', 'Excellence In Service']",['Service Planning And Implementation']
TGS-2020504773,"['Customer Service Delivery', 'Communication', 'Service Challenges']",['Service Challenges']
TGS-2020504774,"['Customer Experience Management', 'Excellence In Service']",['Service Excellence']
TGS-2020504782,['Communication'],['Workplace Communications']
TGS-2020504807,"['Design Thinking Practice', 'Idea Generation And Selection', 'Marketing Strategy', 'Digital Marketing Management']",['Integrated Marketing']
TGS-2020504808,['Robotic And Automation Technology Application'],['Self-Learning Systems']
TGS-2020504817,['Service Leadership'],['Service Leadership']
TGS-2020504818,"['Learning Solution Design', 'Workplace Learning Delivery', 'Learning Mode Design', 'Curriculum Design']","['Learning Solution Design', 'Workplace Learning Delivery', 'Learning Experience Delivery', 'Technology-Enabled Learning Delivery', 'Assessment Design And Implementation', 'Skills Framework Adoption']"
TGS-2020504867,['Location Scouting'],['Location Scouting']
TGS-2020504868,['Production Planning And Scheduling'],['Production Planning And Scheduling']
TGS-2020504869,['Learning Experience Delivery'],['Learning Experience Delivery']
TGS-2020504871,['Learning Experience Delivery'],['Technology-Enabled Learning Delivery']
TGS-2020504872,['Workplace Learning Delivery'],['Workplace Learning Delivery']
TGS-2020504873,"['Learning Agility', 'Workplace Learning Delivery', 'Facilitation']",['Workplace Learning Delivery']
TGS-2020504876,"['Quality Assurance', 'Documentation']",['Quality Assurance Management']
TGS-2020504898,['User Interface Design'],['Applications Development']
TGS-2020504899,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Risk Control And Response Planning', 'Workplace Safety And Health Management In Marine Industry', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Apply Workplace Safety And Health In Shipyard (General Trade)']",['Workplace Safety And Health Management In Marine Industry']
TGS-2020504902,"['Learning Agility', 'Learning Experience Delivery']",['Learning Experience Delivery']
TGS-2020504903,"['Learning Agility', 'Skills Framework Adoption']",['Skills Framework Adoption']
TGS-2020504904,"['Learning Agility', 'Learning Technology Design', 'Learning Experience Delivery']",['Technology-Enabled Learning Delivery']
TGS-2020504905,['Learning Agility'],['Learning Solution Design']
TGS-2020504906,['Learning Agility'],['Assessment Design And Implementation']
TGS-2020504919,['Data Protection Management'],['Legal Compliance Management']
TGS-2020504922,"['Technology Scanning', 'Marketing Management', 'Inbound Marketing', 'Digital Marketing Management', 'User Interface Design']",['Marketing Strategy']
TGS-2020504923,"['Emergency Response Planning', 'Emergency Management']",['Emergency Response Management']
TGS-2020504924,"['Health, Safety And Environment Procedures Implementation', 'Workplace Safety And Health']",['Workplace Safety And Health Performance Management']
TGS-2020504927,['Valuation'],['Asian Cuisine Preparation And Cooking']
TGS-2020504930,['Digital Marketing Management'],['Sales Channel Management']
TGS-2020504931,"['Social Media Marketing', 'Brand Management']",['Brand Management']
TGS-2020504932,['Virtual Reality Application'],['Augmented Reality Application']
TGS-2020504934,"['Valuation', 'Innovation', 'Excellence In Service', 'Drive Productivity And Innovation', 'Service Innovation Culture', 'Customer Experience Management', 'Service Innovation', 'Customer Experience Innovation']",['Service Innovation']
TGS-2020504958,"['Collaboration', 'Communication', 'Creative Thinking', 'Learning Space Design']","['Demonstrate Ethical Behaviour And Professionalism (Beginning Pre-School Teacher)', 'Inculcate The Core Values Of Early Childhood Education Through Classroom Activities And Programmes (Beginning Pre-School Teacher)', 'Engage In Centre Initiatives And Programmes', 'Engage In Collaborative Projects With Community Stakeholders (Beginning Pre-School Teacher)', ""Demonstrate Understanding Of The Centre'S Vision, Mission And Values (Beginning Pre-School Teacher)"", 'Apply Understanding Of How Children (Birth To Age 8) Learn And Develop (Beginning Pre-School Teacher)', 'Collaborate With Colleagues To Foster Positive Workplace Relations (Beginning Pre-School Teacher)', 'Set Up Quality Learning Environments (Beginning Pre-School Teacher)', 'Foster Trusting, Respectful Relationships With Children Through Positive Interactions With Them', ""Apply Classroom Management Strategies, And Strategies To Observe And Document Children'S Learning"", 'Adhere To Health, Safety, Nutritional And Hygiene Standards And Procedures (Beginning Pre-School Teacher)', 'Evaluate Teaching And Learning Approaches Aligned To Curriculum Frameworks', 'Establish Home-Centre Partnerships (Beginning Pre-School Teacher)', 'Guide The Development And Enhancement Of Self-Awareness, Self-Regulation, Social Awareness And Confidence In Children', ""Support Children'S Development Of Secure Attachments Through Warm, Consistent And Nurturing Care-Giving (Educarer 1)"", 'Engage In Continuous Learning And Reflective Practice (Beginning Pre-School Teacher)', 'Integrate Respectfulness, Responsiveness And Reciprocity Within The Curriculum (Educarer 1)']"
TGS-2020504959,"['Marketing Strategy', 'Digital Marketing Management']",['Sales Strategy']
TGS-2020504960,"['Design Thinking Practice', 'Content Management', 'Creative Storytelling']",['Content Strategy']
TGS-2020504961,"['Continuous Improvement Management', 'Financial Budget Planning And Management', 'Decision Making', 'Financial Analysis', 'Cash Flow Management', 'Financial Administration', 'Cost Management']",['Financial Analysis']
TGS-2020504962,"['Content Management', 'Valuation', 'Business Environment Analysis', 'Compliance Mindset Development']",['Content Management System Utilisation']
TGS-2020504963,"['Stakeholder Management', 'Excellence In Service', 'Service Leadership']",['Service Leadership']
TGS-2020504964,"['Stakeholder Management', 'Communication']",['Workplace Communications']
TGS-2020504966,"['Design Thinking Practice', 'Solutions Design Thinking']",['Design Thinking Practice']
TGS-2020504967,"['Stakeholder Management', 'Employee Relationship Management', 'Workplace Safety And Health']",['Food And Beverage Visual Merchandising Presentation']
TGS-2020504968,"['Business Analysis Management', 'Organisation Management', 'Business Planning', 'Strategy Development', 'Organisational Strategy Development']",['Organisational Strategy Formulation']
TGS-2020504969,"['Risk Management', 'Market Research', 'Market Entry Strategy Formulation', 'Marketing Strategy', 'Marketing Strategy Development', 'Strategy Development', 'Research']",['Market Entry Strategy Formulation']
TGS-2020504975,"['Artificial Intelligence Application', 'Collaboration']",['Automated System Design']
TGS-2020504976,"['Risk Assessment', 'Hazards Identification']",['Hazards And Risk Identification And Management']
TGS-2020504977,"['Human Resource Analytics And Insights', 'Business Analysis Management', 'Decision Making', 'Data Collection And Analysis', 'Business Insights', 'Big Data Analytics']",['Human Resource Analytics And Insights']
TGS-2020504978,"['Stakeholder Management', 'Valuation', 'Workplace Learning Delivery']",['Learning And Development Strategy']
TGS-2020504979,"['Customer Experience Management', 'Excellence In Service']",['Service Excellence']
TGS-2020504980,"['Innovation', 'Change Management']",['People Change Management']
TGS-2020504981,"['Communication', 'Personal Effectiveness', 'Leadership Development']",['Personal Effectiveness']
TGS-2020504983,['Business Planning'],['People And Performance Management']
TGS-2020504984,"['Continuous Improvement Management', 'Talent Management', 'Stakeholder Engagement And Management']",['Talent Management']
TGS-2020504989,['Valuation'],['Asian Cuisine Preparation And Cooking']
TGS-2020504990,"['Organisational Culture Development', 'Total Rewards Philosophy Development']",['Total Rewards Philosophy Development']
TGS-2020504991,"['Communication', 'Personal Effectiveness', 'Leadership Development']",['Personal Effectiveness']
TGS-2020504992,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Workplace Safety And Health Management In Marine Industry', 'Ship Maintenance And Repair (Dock)', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Control Measures', 'Manage Workplace Safety And Health In Shipbuilding And Ship Repair', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Apply Workplace Safety And Health In Shipyard (General Trade)', 'Hazards Identification']",['Workplace Safety And Health Management In Marine Industry']
TGS-2020504994,"['Systems Thinking Application', 'Innovation', 'Change Management']",['People Change Management']
TGS-2020504995,"['Staff Continuous Learning', 'People Capability Development', 'People Development', 'Employee Engagement Management']",['People Development']
TGS-2020504996,"['Strategy Development', 'Corporate Governance', 'Vision Leadership', 'Organisational Strategy Development', 'Governance']",['Vision Leadership']
TGS-2020504998,"['Training, Coaching And Assessment Management', 'People Capability Development', 'People Development', 'Staff Continuous Learning', 'Talent Management']",['People Development']
TGS-2020504999,"['Vision Leadership', 'Operational Planning', 'Corporate Governance', 'Governance']",['Vision Leadership']
TGS-2020505006,"['Food And Beverage Safety And Hygiene', 'Continuous Improvement Management', 'Quality Assurance', 'Food And Beverage Quality Audit And Assessment']",['Food And Beverage Quality Audit And Compliance']
TGS-2020505008,"['Security Governance', 'Cybersecurity', 'Security Architecture', 'Security Management', 'Governance']",['Security Strategy']
TGS-2020505013,"['Workplace Safety And Health For Incident And Accident Investigation', 'Workplace Safety And Health Management In Marine Industry', 'Health, Safety And Environment Procedures Implementation', 'Cleaning And Sterilising', 'Workplace Safety And Health Control Measures', 'Workplace Safety And Health']",['Workplace Safety And Health Performance Management']
TGS-2020505014,"['Cleaning And Sterilising', 'Robotic And Automation Technology Application', 'Automation Research And Implementation']",['Robotics And Automation Application']
TGS-2020505017,['Para-Counselling'],"['Support Service To Seniors', 'Volunteer Programme Management', 'Support Service To Children And Youths', 'Support Service To Persons With Disabilities', 'Para-Counselling']"
TGS-2020505019,"['Human Resource Analytics And Insights', 'Financial Acumen', 'Stakeholder Engagement And Management', 'It Strategy', 'Human Resource Strategy Formulation', 'Strategy Development', 'Organisational Change Management', 'Operational Excellence', 'Human Resource Digitalisation', 'Legal And Compliance Management', 'Human Resource Policies And Legislation Framework Management', 'Cost Management', 'Business Change Assessment', 'Change Management']","['Human Resource Strategy Formulation', 'Human Resource Analytics And Insights', 'Organisational Change Management', 'Operational Excellence', 'Human Resource Policies And Legislation Framework Management', 'Financial Acumen', 'Stakeholder Engagement And Management']"
TGS-2020505020,['Workplace Safety And Health'],['Malay Dry-Heat Dish Preparation And Cooking']
TGS-2020505022,"['Social Media Management', 'Digital Marketing Management', 'Search Engine Optimisation (Seo)']",['E-Commerce Campaign Management']
TGS-2020505029,"['Workplace Safety And Health', 'Productivity Improvement']",['Productivity Optimisation For Food And Beverages Operations']
TGS-2020505030,['Workplace Learning Delivery'],['Workplace Learning Delivery']
TGS-2020505037,"['Performance Management', 'Excellence In Service', 'Service Leadership']",['Service Leadership']
TGS-2020505038,"['Health, Hygiene And Nutrition For Children']","['Adhere To Health, Safety, Nutritional And Hygiene Standards And Procedures (Infant/Toddler Educarer, Beginning Educarer)']"
TGS-2020505039,['Documentation'],['Electrical Wiring Interconnection Systems Maintenance']
TGS-2020505040,"['Support Service To Seniors', 'Communication']",['Support Service To Seniors']
TGS-2020505046,"['Valuation', 'Workplace Safety And Health']",['Chinese Moist-Heat Dish Preparation And Cooking']
TGS-2020505047,"['Valuation', 'Workplace Safety And Health']",['Chinese Moist-Heat Dish Preparation And Cooking']
TGS-2020505051,"['Problem Solving', 'People Management']",['People And Performance Management']
TGS-2020505052,['Communication'],['Rules-Based Copy Editing']
TGS-2020505053,['Camera Operations'],['Camera Operations']
TGS-2020505056,['Communication'],['Prepare Macaroons']
TGS-2020505067,"['Valuation', 'Social Media Marketing']",['Social Media Marketing']
TGS-2020505081,"['Technology Scanning', 'Organisational Change Management', 'Process Improvement', 'Learning Framework Development', 'Change Management']",['Emerging Technology']
TGS-2020505082,"['Idea Generation And Selection', 'Design Thinking Practice']",['Idea Generation And Selection']
TGS-2020505089,"['Career Coaching', 'Employee Engagement Management']",['Career Coaching']
TGS-2020505091,['Technology Application'],['Technology Application']
TGS-2020505097,['Communication'],['Human Resource Practices Implementation']
TGS-2020505098,['Programming And Coding'],['Applications Development']
TGS-2020505103,"['Governance', 'Creative Storytelling', 'Corporate Governance', 'Leadership Development']",['Vision Leadership']
TGS-2020505108,"['Idea Generation And Selection', 'Communication']",['Idea Generation And Selection']
TGS-2020505109,['Data Engineering'],['Text Analytics And Processing']
TGS-2020505110,"['Intervention Implementation', 'Intervention Implementation In Therapy Support', 'Practice Supervision']",['Intervention Implementation In Therapy Support']
TGS-2020505111,"['Service Challenges', 'Excellence In Service']",['Service Excellence']
TGS-2020505112,"['Communication', 'Market Research', 'Integrated Marketing', 'Digital Marketing Management', 'Research']",['Integrated Marketing']
TGS-2020505113,['Accounting And Tax Systems'],['Accounting And Tax Systems']
TGS-2020505114,"['Engineering Drawing Interpretation And Management', 'Engineering Drawing', 'Sheet Metal Structures Maintenance', 'Metal Forming']",['Sheet Metal Structures Maintenance']
TGS-2020505115,"['Customer Experience Management', 'Communication']",['Service Excellence']
TGS-2020505116,['Building Inclusivity'],['People And Relationship Management']
TGS-2020505117,"['Research And Information Synthesis', 'Creative Thinking', 'Collaboration', 'Market Trend Analysis', 'Business Environment Analysis', 'Research', 'Big Data Analytics']",['Business Environment Analysis']
TGS-2020505122,"['Cleaning And Sterilising', 'Furniture And Furnishing Maintenance']",['Furniture And Furnishing Maintenance']
TGS-2020505125,['Stakeholder Management'],['Onboarding']
TGS-2020505134,['Security Governance'],['Security Management']
TGS-2020505135,['Security Screening Management'],['Security Screening Management']
TGS-2020505136,"['Marketing Strategy', 'Communication', 'Social Media Marketing']",['Social Media Marketing']
TGS-2020505137,"['Customer Experience Management', 'Content Management', 'E-Commerce Management']",['Content Management']
TGS-2020505138,"['Product Development', 'Reliability Engineering Management', 'Predictive Maintenance', 'Product Testing', 'Preventive Maintenance Management', 'Corrective Maintenance Management', 'Reliability Centred Maintenance']",['Reliability Centred Maintenance']
TGS-2020505154,"['Content Management', 'Blog And Vlog Deployment', 'E-Commerce Management']",['Content Management System Utilisation']
TGS-2020505155,"['Continuous Improvement Management', 'Technology Scanning', 'Valuation']",['Emerging Technology Synthesis']
TGS-2020505156,"['Collaboration', 'Blog And Vlog Deployment']",['Blog And Vlog Deployment']
TGS-2020505157,"['Project Management', 'Game-Based Marketing']",['Game-Based Marketing']
TGS-2020505171,"['Customer Service Delivery', 'Excellence In Service']",['People And Relationship Management']
TGS-2020505195,"['Marketing Strategy', 'Research', 'Paid Search Engine Marketing (Sem)', 'Search Engine Optimisation (Seo)']",['Integrated Marketing']
TGS-2020505196,"['Innovation', 'Change Management']",['Manage Change']
TGS-2020505197,"['User Interface And User Experience (Ui/Ux) Optimisation', 'Innovation', 'Customer Service Delivery', 'Customer Experience Management', 'Service Innovation', 'Research', 'Customer Orientation', 'Customer Experience Innovation']",['Customer Experience Innovation']
TGS-2020505204,"['Collaboration', 'Communication']",['Organisational Relationship Building']
TGS-2020505205,"['Cleaning And Sterilising', 'Workplace Safety And Health', 'Emergency Management']",['Workplace Safety And Health Practices Implementation']
TGS-2020505218,"['Customer Relationship Management', 'Account Management']",['Customer Management']
TGS-2020505222,['Asian Cold Dish And Dessert Preparation'],['Asian Cuisine Preparation And Cooking']
TGS-2020505229,['Food And Beverage Safety And Hygiene'],['Food Safety And Hygiene']
TGS-2020505235,['Food And Beverage Safety And Hygiene'],['Food Safety And Hygiene']
TGS-2020505237,"['Brand Management', 'Marketing Management', 'Problem Solving', 'Business Environment Analysis', 'Digital Marketing Management', 'Learning Experience Delivery', 'Marketing Strategy', 'Research', 'Learning Experience Evaluation']",['Integrated Marketing']
TGS-2020505239,"['Creative Storytelling', 'Social Media Marketing']",['Content Strategy']
TGS-2020505242,"['Workplace Safety And Health For Incident And Accident Investigation', 'Standard Operating Procedures Development', 'Workplace Safety And Health', 'Incident And Accident Investigation', 'Workplace Safety And Health Incident Management', 'Problem Management']",['Workplace Safety And Health Incident Management']
TGS-2020505243,"['Benefits Management', 'Documentation', 'Documentation And Administration']",['Benefits Management']
TGS-2020505251,"['Group Work Evaluation', 'Digital Marketing Management', 'Marketing Mix Management']",['Integrated Marketing']
TGS-2020505252,['Marketing Strategy'],['Content Strategy']
TGS-2020505253,['Guard And Patrol'],['Guard And Patrol']
TGS-2020505254,"['Communication', 'Customer Orientation']",['Service Excellence']
TGS-2020505255,"['Collaboration', 'Communication', 'Creative Thinking', 'Learning Space Design']","['Demonstrate Ethical Behaviour And Professionalism (Beginning Pre-School Teacher)', 'Inculcate The Core Values Of Early Childhood Education Through Classroom Activities And Programmes (Beginning Pre-School Teacher)', 'Engage In Centre Initiatives And Programmes', 'Engage In Collaborative Projects With Community Stakeholders (Beginning Pre-School Teacher)', ""Demonstrate Understanding Of The Centre'S Vision, Mission And Values (Beginning Pre-School Teacher)"", 'Apply Understanding Of How Children (Birth To Age 8) Learn And Develop (Beginning Pre-School Teacher)', 'Collaborate With Colleagues To Foster Positive Workplace Relations (Beginning Pre-School Teacher)', 'Set Up Quality Learning Environments (Beginning Pre-School Teacher)', 'Foster Trusting, Respectful Relationships With Children Through Positive Interactions With Them', ""Apply Classroom Management Strategies, And Strategies To Observe And Document Children'S Learning"", 'Adhere To Health, Safety, Nutritional And Hygiene Standards And Procedures (Beginning Pre-School Teacher)', 'Evaluate Teaching And Learning Approaches Aligned To Curriculum Frameworks', 'Establish Home-Centre Partnerships (Beginning Pre-School Teacher)', 'Guide The Development And Enhancement Of Self-Awareness, Self-Regulation, Social Awareness And Confidence In Children', ""Support Children'S Development Of Secure Attachments Through Warm, Consistent And Nurturing Care-Giving (Educarer 1)"", 'Engage In Continuous Learning And Reflective Practice (Beginning Pre-School Teacher)', 'Integrate Respectfulness, Responsiveness And Reciprocity Within The Curriculum (Educarer 1)']"
TGS-2020505256,"['Market Research', 'Qualitative Analysis', 'Digital Marketing Management', 'Research', 'Search Engine Optimisation (Seo)']",['Market Research']
TGS-2020505272,"['Risk Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health For Incident And Accident Investigation', 'Health, Safety And Environment Procedures Implementation', 'Workplace Safety And Health']",['Workplace Safety And Health Practices Implementation']
TGS-2020505315,"['Accounting And Tax Systems', 'Cash Flow Management']",['Accounting And Tax Systems']
TGS-2020505317,"['Big Data Analytics', 'Data And Statistical Analysis']",['Data And Statistical Analytics']
TGS-2020505332,"['Operation Management', 'Room Reservation Operations Management']",['Room Reservation Operations Management']
TGS-2020505334,"['Communication', 'Operation Management', 'Room Reservation Operations Management', 'Front Office Operations Management']",['Room Reservation Operations Management']
TGS-2020505335,"['Learning Framework Development', 'Performance Management', 'Staff Performance Management']",['Conduct Staff Performance Assessment Process']
TGS-2020505336,"['Operation Management', 'Front Office Operations Management']",['Front Office Operations Management']
