id,sea_skill,tp_skill
TGS-2018509085,"['Collaboration', 'Business Analysis Management', 'Knowledge Management', 'Governance']","[nan, 'Business Data Analysis', 'Innovation Management', 'Learning And Development', 'Infographics And Data Visualisation', 'Customer Behaviour Analysis', 'Tourism And Economic Development', 'Organisational Vision, Mission And Values Formulation', 'Resource Management', 'Stakeholder Management', 'Sponsorship Management', 'Content Writing And Editing', 'Customer Relationship Management', 'Meetings, Incentives, Conferences And Exhibitions (Mice) Equipment Management And Venue Management', 'Social Media Management', 'Market Research', 'Brand Portfolio Management', 'Sales Closure', 'Digital Marketing', 'Brand Campaign Management', 'Proposal Writing', 'Accident And Incident Response Management', 'Continuous Improvement Management', 'Marketing Communications Plan Development', 'Manpower Planning', 'Technology Scanning', 'Tour And Travel Coordination, Ticketing And Reservations Management', 'Project Administration', 'Corporate Governance', 'Brand Guideline Development', 'Financial Management', 'Attractions Guest Relations Management', 'Vendor Management', 'Tour And Travel Services Product And Experience Development And Delivery', 'Employee And Labour Relations', 'Strategy Planning', 'Events Planning And Management', 'Systems Thinking Application', 'Budgeting', 'Marketing Campaign Management', 'Tour Guide Operations', 'Media Strategy Development', 'Contract Development And Management', 'Customer Loyalty And Retention Strategy Formulation', 'Service Excellence', 'Change Management', 'Strategy Implementation', 'Productivity Improvement', 'Intellectual Property Management', 'Crowd Control And Planning', 'Demand Analysis', 'Technology Application', 'Design Concepts Generation', 'Business Continuity Planning', 'Business Performance Management', 'Risk Management And Administration', 'Financial Planning And Analysis', 'Data Mining And Modelling', 'Project Feasibility Assessment', 'Product, Content And Experience Performance Management', 'Project Management', 'Business Opportunities Development', 'E-Commerce Campaign Management', 'Customer Acquisition Management', 'Succession Planning', 'Business Planning', 'Media Platforms Management', 'Business Negotiation', 'Sales Target Management']"
TGS-2018509086,['Quality Assurance'],"['Business Data Analysis', 'Attractions Guest Relations Management', 'Innovation Management', 'Vendor Management', 'Tour And Travel Services Product And Experience Development And Delivery', 'Employee And Labour Relations', 'Learning And Development', 'Events Planning And Management', 'Strategy Planning', 'Systems Thinking Application', 'Budgeting', 'Customer Behaviour Analysis', 'Contract Development And Management', 'Tourism And Economic Development', 'Resource Management', 'Organisational Vision, Mission And Values Formulation', 'Productivity Improvement', 'Strategy Implementation', 'Change Management', 'Business Negotiation', 'Service Excellence', 'Intellectual Property Management', 'Crowd Control And Planning', 'Stakeholder Management', 'Sponsorship Management', 'Customer Relationship Management', 'Technology Application', 'Meetings, Incentives, Conferences And Exhibitions (Mice) Equipment Management And Venue Management', 'Business Continuity Planning', 'Business Performance Management', 'Risk Management And Administration', 'Market Research', 'Financial Planning And Analysis', 'Data Mining And Modelling', 'Project Feasibility Assessment', 'Sales Closure', 'Product, Content And Experience Performance Management', 'Project Management', 'Networking', 'Proposal Writing', 'Accident And Incident Response Management', 'Continuous Improvement Management', 'Tour And Travel Coordination, Ticketing And Reservations Management', 'Manpower Planning', 'Technology Scanning', 'Succession Planning', 'Business Planning', 'Project Administration', 'Corporate Governance', 'Financial Management']"
TGS-2018509087,"['Training, Coaching And Assessment Management', 'Valuation', 'Staff Training Management', 'Staff Continuous Learning', 'Technology Application', 'Human Resource Digitalisation', 'Research', 'Curriculum Design']","['Business Data Analysis', 'Innovation Management', 'Learning And Development', 'Infographics And Data Visualisation', 'Customer Behaviour Analysis', 'Tourism And Economic Development', 'Organisational Vision, Mission And Values Formulation', 'Resource Management', 'Stakeholder Management', 'Sponsorship Management', 'Content Writing And Editing', 'Customer Relationship Management', 'Meetings, Incentives, Conferences And Exhibitions (Mice) Equipment Management And Venue Management', 'Social Media Management', 'Market Research', 'Brand Portfolio Management', 'Sales Closure', 'Digital Marketing', 'Networking', 'Brand Campaign Management', 'Proposal Writing', 'Accident And Incident Response Management', 'Continuous Improvement Management', 'Marketing Communications Plan Development', 'Manpower Planning', 'Technology Scanning', 'Tour And Travel Coordination, Ticketing And Reservations Management', 'Project Administration', 'Corporate Governance', 'Brand Guideline Development', 'Financial Management', 'Attractions Guest Relations Management', 'Vendor Management', 'Tour And Travel Services Product And Experience Development And Delivery', 'Employee And Labour Relations', 'Strategy Planning', 'Events Planning And Management', 'Marketing Campaign Management', 'Budgeting', 'Systems Thinking Application', 'Media Strategy Development', 'Contract Development And Management', 'Customer Loyalty And Retention Strategy Formulation', 'Service Excellence', 'Change Management', 'Strategy Implementation', 'Productivity Improvement', 'Intellectual Property Management', 'Crowd Control And Planning', 'Demand Analysis', 'Technology Application', 'Design Concepts Generation', 'Business Continuity Planning', 'Business Performance Management', 'Risk Management And Administration', 'Financial Planning And Analysis', 'Data Mining And Modelling', 'Project Feasibility Assessment', 'Product, Content And Experience Performance Management', 'Business Opportunities Development', 'E-Commerce Campaign Management', 'Customer Acquisition Management', 'Business Planning', 'Succession Planning', 'Media Platforms Management', 'Business Negotiation', 'Sales Target Management']"
TGS-2018509184,"['Risk Management', 'Crisis Communication', 'Communication']",[nan]
TGS-2018509187,"['Communication', 'Stakeholder Management', 'Public Relations Management', 'Integrated Marketing', 'Crisis Management']",[nan]
TGS-2018509191,['Ethical And Professional Integrity'],[nan]
TGS-2018509193,['Communication'],[nan]
TGS-2018509239,['Macroeconomic Analysis'],"['Business Data Analysis', 'Attractions Guest Relations Management', 'Innovation Management', 'Vendor Management', 'Tour And Travel Services Product And Experience Development And Delivery', 'Employee And Labour Relations', 'Learning And Development', 'Strategy Planning', 'Events Planning And Management', 'Tour Guide Operations', 'Systems Thinking Application', 'Budgeting', 'Customer Behaviour Analysis', 'Contract Development And Management', 'Tourism And Economic Development', 'Customer Loyalty And Retention Strategy Formulation', 'Organisational Vision, Mission And Values Formulation', 'Resource Management', 'Service Excellence', 'Change Management', 'Strategy Implementation', 'Productivity Improvement', 'Intellectual Property Management', 'Crowd Control And Planning', 'Stakeholder Management', 'Demand Analysis', 'Customer Relationship Management', 'Technology Application', 'Financial Management', 'Meetings, Incentives, Conferences And Exhibitions (Mice) Equipment Management And Venue Management', 'Business Continuity Planning', 'Business Performance Management', 'Risk Management And Administration', 'Market Research', 'Financial Planning And Analysis', 'Tour Leading Operations', 'Data Mining And Modelling', 'Project Feasibility Assessment', 'Sales Closure', 'Product, Content And Experience Performance Management', 'Project Management', 'Networking', 'Proposal Writing', 'Accident And Incident Response Management', 'Continuous Improvement Management', 'Tour And Travel Coordination, Ticketing And Reservations Management', 'Manpower Planning', 'Technology Scanning', 'Customer Acquisition Management', 'Succession Planning', 'Business Planning', 'Project Administration', 'Corporate Governance', 'Business Negotiation', 'Sales Target Management']"
TGS-2018509358,"['Quality Assurance', 'Workplace Performance Diagnosis', 'Workplace Safety And Health Audit Programme Management', 'Quality Assurance And Audit', 'Workplace Safety And Health Audit System Management', 'Workplace Safety And Health', 'Performance Management', 'Workplace Safety And Health Performance Management']",[nan]
TGS-2018509360,"['Risk Management', 'Risk Control And Response Planning', 'Risk Management And Administration', 'Communication', 'Risk Assessment', 'Hazard And Risk Identification And Management', 'Workplace Safety And Health Management In Chemical, Process, Pharmaceutical Industries And Laboratories', 'Decision Making', 'Hazards Identification']",[nan]
TGS-2018509361,"['Valuation', 'Communication']",[nan]
TGS-2018509429,"['Marketing Strategy', 'Social Media Marketing', 'Digital Marketing Management']","['Business Data Analysis', 'Market Research', 'Brand Portfolio Management', 'Employee And Labour Relations', 'Data Mining And Modelling', 'Infographics And Data Visualisation', 'Strategy Planning', 'Marketing Campaign Management', 'Budgeting', 'Media Strategy Development', 'Digital Marketing', 'E-Commerce Campaign Management', 'Organisational Vision, Mission And Values Formulation', 'Brand Campaign Management', 'Strategy Implementation', 'Marketing Communications Plan Development', 'Technology Scanning', 'Stakeholder Management', 'Succession Planning', 'Content Writing And Editing', 'Technology Application', 'Corporate Governance', 'Brand Guideline Development', 'Design Concepts Generation', 'Media Platforms Management', 'Social Media Management', 'Business Performance Management']"
TGS-2018509431,"['Marketing Strategy', 'Pricing Strategy']","['Business Data Analysis', 'Market Research', 'Financial Planning And Analysis', 'Sales Target Management', 'Learning And Development', 'Strategy Planning', 'Budgeting', 'Sales Closure', 'Customer Behaviour Analysis', 'Contract Development And Management', 'Tourism And Economic Development', 'Customer Loyalty And Retention Strategy Formulation', 'Resource Management', 'Service Excellence', 'Strategy Implementation', 'Proposal Writing', 'Manpower Planning', 'Technology Scanning', 'Stakeholder Management', 'Customer Acquisition Management', 'Succession Planning', 'Demand Analysis', 'Customer Relationship Management', 'Technology Application', 'Corporate Governance', 'Financial Management', 'Business Negotiation', 'Business Performance Management']"
TGS-2018509433,"['Research Design', 'Decision Making', 'Qualitative Research', 'Interviewing', 'Research']","['Business Data Analysis', 'Attractions Guest Relations Management', 'Innovation Management', 'Vendor Management', 'Employee And Labour Relations', 'Learning And Development', 'Infographics And Data Visualisation', 'Events Planning And Management', 'Strategy Planning', 'Marketing Campaign Management', 'Systems Thinking Application', 'Budgeting', 'Customer Behaviour Analysis', 'Media Strategy Development', 'Contract Development And Management', 'Tourism And Economic Development', 'Customer Loyalty And Retention Strategy Formulation', 'Resource Management', 'Organisational Vision, Mission And Values Formulation', 'Service Excellence', 'Strategy Implementation', 'Productivity Improvement', 'Crowd Control And Planning', 'Stakeholder Management', 'Sponsorship Management', 'Demand Analysis', 'Content Writing And Editing', 'Customer Relationship Management', 'Technology Application', 'Financial Management', 'Meetings, Incentives, Conferences And Exhibitions (Mice) Equipment Management And Venue Management', 'Design Concepts Generation', 'Business Continuity Planning', 'Social Media Management', 'Business Performance Management', 'Risk Management And Administration', 'Market Research', 'Financial Planning And Analysis', 'Brand Portfolio Management', 'Data Mining And Modelling', 'Project Feasibility Assessment', 'Sales Closure', 'Digital Marketing', 'Project Management', 'E-Commerce Campaign Management', 'Business Opportunities Development', 'Brand Campaign Management', 'Proposal Writing', 'Accident And Incident Response Management', 'Continuous Improvement Management', 'Marketing Communications Plan Development', 'Manpower Planning', 'Technology Scanning', 'Customer Acquisition Management', 'Succession Planning', 'Project Administration', 'Brand Guideline Development', 'Corporate Governance', 'Media Platforms Management', 'Business Negotiation', 'Sales Target Management']"
TGS-2018509574,"['Big Data Analytics', 'Programming And Coding']",[nan]
TGS-2018509577,['Big Data Analytics'],[nan]
TGS-2019500110,"['Engineering Drawing Interpretation And Management', 'Engineering Drawing', 'Mechanical Engineering Management', 'Learning Mode Design', 'Computer-Aided Design']","['Engineering Drawing', 'Computer-Aided Manufacturing']"
TGS-2019500112,"['Electronic Fundamentals Application', 'Learning Mode Design']","['Electrical, Electronic And Control Engineering']"
TGS-2019500131,['Programming And Coding'],"['Electrical, Electronic And Control Engineering']"
TGS-2019500146,"['Pump And Piping Design', 'Learning Mode Design']",['Mechanical Maintenance Management']
TGS-2019500149,"['Electrical Systems Design', 'Systems Design', 'Learning Mode Design']","['Electrical Systems Design', 'Electrical, Electronic And Control Engineering']"
TGS-2019500492,"['Innovation', 'Marketing Strategy', 'Stakeholder Engagement And Management', 'Business Planning', 'Digital Marketing Management', 'Project Management']","['Stakeholder Management', 'Business Development', 'Business Needs Analysis']"
TGS-2019500509,['Food And Beverage Safety And Hygiene'],['Food Safety And Hygiene']
TGS-2019500528,['Food And Beverage Safety And Hygiene'],['Food Safety And Hygiene']
TGS-2019500566,"['Health, Safety And Nutrition']",['Western Cold Dish Preparation']
TGS-2019500575,['Cleaning And Sterilising'],['Furniture And Furnishing Maintenance']
TGS-2019500604,['Cleaning And Sterilising'],['Horizontal Surface Maintenance']
TGS-2019500605,"['Customer Service Delivery', 'Cleaning And Sterilising', 'Communication']",['Customer Management']
TGS-2019500606,['Cleaning And Sterilising'],['Washroom Maintenance']
TGS-2019500607,['Cleaning And Sterilising'],['Vertical Surface Maintenance']
TGS-2019500608,['Cleaning And Sterilising'],['Horizontal Surface Maintenance']
TGS-2019500639,['Cleaning And Sterilising'],['Public Hygiene Maintenance']
TGS-2019500640,"['Cleaning And Sterilising', 'Emergency Management']",['Stakeholder Management']
TGS-2019500642,"['Cleaning And Sterilising', 'Cleaning Chemical Handling']","['Cleaning Chemical Handling', 'Effectiveness Management']"
TGS-2019500643,"['Communication', 'Excellence In Service', 'Customer Service Delivery', 'Cleaning And Sterilising', 'Problem Solving']",['Customer Management']
TGS-2019500671,"['Risk And Compliance Management', 'Workplace Safety And Health Hazard Identification And Risk Control Management', 'Workplace Safety And Health', 'Risk Management']",['Manage Workplace Safety And Health Systems']
TGS-2019500678,"['Manufacturing Technology', 'Additive Manufacturing']",['Manage Advanced Additive Manufacturing Technologies And Applications']
TGS-2019500681,"['Computer-Aided Design', 'Communication', 'Additive Manufacturing']",['Review Feasibility Of Additive Manufacturing To Satisfy Component Requirements']
TGS-2019500682,"['Environmental Management System Framework Development And Implementation', 'Additive Manufacturing', 'Metrology Management', 'Process Control']",['Develop Plan To Determine Appropriate Inspection And Measurement Processes For Quality Assurance']
TGS-2019500683,"['Product Development', 'Innovation', 'Additive Manufacturing', 'Idea Generation And Selection', 'Product Design And Development']",['Apply Advanced Design For Additive Manufacturing']
TGS-2019500684,"['Product Development', 'Valuation', 'Material Studies And Production Processes', '3D Modelling', 'Additive Manufacturing', 'Computer-Aided Design']",['Manage Innovative Product Development Using Additive Manufacturing']
TGS-2019500685,"['Manufacturing Technology', 'Additive Manufacturing']",['Apply Additive Manufacturing Technology']
TGS-2019500687,['Computer-Aided Design'],['Manage Computer-Aided Design (Cad) Techniques']
TGS-2019500688,"['Control System Programming', 'Computer Numeric Control Operations', 'Programming And Coding', 'Machining']",['Manage Advanced Cnc Machining']
TGS-2019500689,['Productivity Improvement'],['Manage Manufacturing Productivity Improvement']
TGS-2019500690,"['Computer Numeric Control Operations', 'Machining']",['Manage Advanced Tool-Room Machining']
TGS-2019500691,"['Computer Numeric Control Operations', 'Programming And Coding', 'Machining', 'Computer-Aided Manufacturing']",['Manage Computer-Aided Manufacturing (Cam) Techniques']
TGS-2019500692,"['Idea Generation And Selection', 'Communication', 'Decision Making', 'Productivity Improvement']",['Manage Productivity Improvement Tools']
TGS-2019500694,['Jigs And Fixtures Design'],['Develop Mechanical Fixture Design']
TGS-2019500695,"['Process Optimisation', 'Machining']",['Manage Process Optimisation And Cutting Technologies']
TGS-2019500696,['Computer-Aided Design'],['Manage Advanced Mould Design']
